cliente;prodotto;anno_mese;grossvalue
C000094;M000421;202403;2380,93
C000200;M000298;202403;6594,97
C001091;M000256;202401;8033,6
C001716;M000403;202312;2948,28
C000267;M000050;202409;9044,61
C001639;M000240;202311;9144,39
C001300;M000111;202412;2562,85
C000776;M000354;202412;7651,66
C000163;M000432;202309;1697,81
C001801;M000241;202405;2357,51
C000781;M000053;202309;8436,17
C001517;M000420;202402;5528,4
C001312;M000487;202408;3338,86
C001678;M000199;202407;5620,0
C001692;M000417;202305;1801,55
C000313;M000355;202411;1984,87
C001362;M000224;202409;5165,26
C000818;M000324;202402;8331,01
C000719;M000474;202307;6584,52
C001766;M000071;202309;5687,2
C001424;M000023;202402;7277,35
C001450;M000252;202403;3105,12
C000480;M000326;202306;6916,78
C000453;M000311;202305;2852,06
C001822;M000469;202404;4386,58
C001507;M000169;202310;7654,85
C000110;M000348;202311;2434,24
C000827;M000353;202404;3075,58
C000879;M000479;202408;6658,88
C001775;M000263;202302;2478,69
C001023;M000453;202404;4029,29
C000203;M000340;202306;6232,8
C000301;M000323;202312;7335,28
C000225;M000217;202302;1363,86
C000646;M000357;202404;3033,79
C000390;M000161;202402;5475,11
C000736;M000296;202411;8064,29
C000402;M000123;202304;658,32
C000260;M000135;202405;1341,73
C001624;M000336;202310;2864,65
C000036;M000285;202310;5980,04
C001549;M000261;202303;4281,5
C000133;M000036;202412;5012,55
C001603;M000252;202406;4276,5
C001837;M000008;202412;2847,85
C001489;M000227;202312;5255,4
C001463;M000292;202409;9188,52
C000041;M000385;202301;7101,52
C001631;M000238;202406;1805,75
C001132;M000442;202412;7339,61
C001106;M000297;202311;5223,63
C000829;M000175;202404;388,95
C001109;M000350;202312;7626,85
C000704;M000202;202308;9076,72
C000631;M000179;202304;531,92
C001157;M000033;202402;5311,4
C001358;M000154;202309;6526,9
C000336;M000339;202409;1769,98
C001797;M000256;202311;5147,35
C001178;M000384;202410;5728,11
C000508;M000009;202307;9587,44
C001923;M000370;202412;7766,91
C001975;M000432;202305;3909,27
C000927;M000004;202406;6585,89
C001385;M000474;202306;4125,2
C001388;M000385;202403;9204,5
C001891;M000014;202311;7111,86
C000158;M000457;202307;6664,55
C001507;M000440;202411;754,36
C001948;M000226;202301;9631,02
C001796;M000208;202410;4848,71
C000047;M000498;202405;5901,07
C001103;M000275;202302;7873,51
C000304;M000422;202406;3037,12
C001408;M000142;202302;614,26
C001109;M000397;202305;6705,99
C000075;M000498;202304;8504,73
C000884;M000127;202305;2966,54
C001135;M000113;202307;3083,08
C000874;M000460;202407;7002,35
C001021;M000156;202404;9262,07
C001303;M000328;202411;1923,97
C001878;M000335;202312;3026,78
C001489;M000038;202311;1700,36
C001063;M000192;202404;8476,25
C001447;M000112;202305;2661,54
C000915;M000246;202411;2260,62
C001450;M000315;202401;2698,76
C000210;M000099;202302;7986,25
C001130;M000306;202306;8197,84
C001350;M000261;202310;2705,66
C000823;M000323;202309;7902,89
C001783;M000329;202403;7676,41
C000594;M000013;202402;5125,75
C001458;M000106;202407;3378,22
C000099;M000348;202401;907,27
C000478;M000218;202307;5272,29
C001320;M000153;202405;8181,07
C000611;M000437;202407;4112,38
C000439;M000249;202407;4411,29
C000428;M000363;202406;1588,06
C000475;M000166;202407;8627,89
C000090;M000236;202304;958,23
C000457;M000274;202302;4031,56
C000007;M000086;202409;9807,82
C000591;M000138;202407;8803,69
C001857;M000480;202304;7551,54
C001453;M000078;202406;852,9
C000696;M000410;202312;2920,07
C000095;M000047;202309;4387,09
C001687;M000054;202308;5128,89
C000166;M000419;202405;5300,2
C001274;M000476;202306;6047,51
C001878;M000291;202405;1751,01
C001263;M000383;202410;2805,32
C000100;M000137;202410;5077,17
C001365;M000007;202304;7563,9
C000197;M000429;202306;4897,23
C001251;M000381;202302;5720,62
C000406;M000262;202412;6035,18
C000517;M000206;202309;3675,6
C000179;M000429;202305;3794,73
C000538;M000144;202403;7643,62
C000677;M000427;202407;3156,12
C000384;M000163;202311;3322,83
C001727;M000489;202408;8844,63
C001841;M000204;202409;6143,41
C001261;M000191;202404;3112,14
C001328;M000284;202408;5242,59
C000638;M000060;202403;2360,35
C000759;M000126;202309;7903,16
C001623;M000277;202308;565,01
C001689;M000487;202304;6224,73
C000630;M000056;202302;2139,31
C000785;M000290;202405;5607,68
C001390;M000062;202305;7618,8
C001532;M000423;202403;8882,65
C000364;M000457;202304;3079,93
C000110;M000149;202412;5714,65
C001307;M000004;202412;4886,19
C000167;M000426;202302;6320,61
C001135;M000244;202401;9188,99
C001939;M000305;202301;1354,66
C001924;M000367;202301;8403,99
C001156;M000421;202312;4997,01
C001074;M000177;202410;9783,61
C000039;M000163;202301;7124,39
C001603;M000155;202306;3064,48
C000619;M000202;202407;1063,75
C000101;M000122;202406;9219,54
C000560;M000405;202410;4688,82
C001157;M000366;202405;9274,73
C000061;M000397;202301;1663,02
C000955;M000407;202406;9491,66
C001485;M000109;202402;2272,76
C000839;M000086;202308;5452,41
C000318;M000404;202403;3720,12
C000130;M000394;202402;9474,17
C001221;M000253;202303;8092,42
C001447;M000352;202403;4943,03
C001818;M000458;202409;6984,96
C001341;M000090;202403;7513,74
C000355;M000292;202405;8186,1
C000355;M000332;202303;7125,01
C000064;M000010;202403;3596,81
C001789;M000500;202405;7013,61
C001155;M000127;202412;6017,71
C000263;M000437;202305;4904,58
C000645;M000278;202410;7674,46
C000035;M000438;202311;9229,07
C000335;M000246;202308;9972,95
C001165;M000342;202307;7640,26
C001080;M000147;202405;857,46
C000420;M000121;202403;424,0
C001142;M000078;202307;4750,68
C001350;M000348;202302;3386,19
C001554;M000442;202404;7615,47
C001697;M000144;202308;2351,93
C000045;M000004;202311;2866,93
C000852;M000237;202309;2722,64
C000606;M000002;202310;4849,97
C001544;M000299;202405;5145,44
C000788;M000385;202407;7017,92
C001780;M000457;202402;7401,45
C001184;M000041;202408;5732,61
C001422;M000156;202408;2118,0
C001719;M000385;202402;3063,72
C001611;M000007;202412;9956,37
C001909;M000346;202405;210,3
C000781;M000379;202303;1341,46
C001123;M000232;202306;6633,48
C000147;M000190;202410;5637,87
C001347;M000202;202405;8756,8
C001538;M000250;202411;1464,6
C000498;M000423;202407;1328,93
C001876;M000423;202404;6840,79
C001200;M000494;202307;5498,17
C000669;M000322;202405;9910,33
C000155;M000212;202401;2322,94
C000231;M000220;202404;5210,34
C000562;M000218;202403;5242,55
C001609;M000308;202408;1386,18
C000903;M000089;202403;1396,39
C001603;M000480;202410;7740,49
C000698;M000364;202306;4537,68
C001167;M000386;202305;3878,0
C000836;M000020;202409;5188,53
C000137;M000386;202405;1956,93
C001616;M000131;202403;9403,02
C000832;M000274;202311;4594,43
C001579;M000073;202301;4197,07
C001405;M000470;202402;1862,51
C001184;M000491;202301;6102,87
C001870;M000383;202301;8304,95
C001770;M000088;202411;3015,24
C000355;M000173;202403;8821,41
C001916;M000345;202410;5831,67
C001123;M000218;202401;9611,41
C001402;M000434;202308;5980,55
C000175;M000389;202306;3776,53
C000612;M000097;202307;6318,45
C001842;M000172;202301;4671,8
C001227;M000418;202401;5007,84
C001985;M000176;202305;5649,88
C000162;M000182;202306;3575,01
C000322;M000182;202412;9903,64
C000169;M000374;202405;6625,07
C000017;M000176;202305;3072,5
C001502;M000006;202301;1520,73
C001631;M000417;202306;6178,53
C000212;M000217;202401;5783,48
C000387;M000380;202311;2807,51
C000959;M000268;202407;1677,05
C000081;M000248;202306;3417,82
C001307;M000174;202312;2607,3
C001541;M000459;202401;620,2
C001343;M000291;202403;3668,94
C001856;M000411;202408;5111,21
C001285;M000457;202409;7217,57
C001881;M000323;202312;7570,93
C001448;M000044;202311;615,87
C000173;M000063;202305;8619,83
C001448;M000378;202412;7112,63
C000656;M000440;202402;8334,19
C001371;M000011;202303;8750,01
C001330;M000120;202407;8709,38
C001510;M000289;202303;1128,14
C000075;M000293;202306;9079,06
C000707;M000442;202309;1021,19
C001894;M000237;202402;2929,7
C001296;M000249;202304;8349,02
C001285;M000407;202309;1015,47
C001517;M000400;202409;2715,13
C000880;M000355;202406;2004,04
C001331;M000362;202402;1679,43
C000555;M000215;202303;7154,48
C001038;M000457;202311;632,03
C001311;M000032;202312;4828,73
C001581;M000286;202311;6870,14
C001600;M000470;202410;5004,51
C001720;M000344;202312;9239,14
C000260;M000015;202410;6698,54
C000142;M000016;202409;3493,25
C000269;M000273;202405;7297,61
C001962;M000401;202401;7022,11
C001009;M000379;202308;5088,89
C001501;M000010;202307;8748,28
C001910;M000285;202309;6219,82
C000932;M000044;202303;4302,98
C001319;M000375;202411;6061,97
C000590;M000149;202411;3407,11
C000380;M000379;202310;584,62
C000219;M000020;202404;5634,13
C000691;M000234;202407;4531,69
C000122;M000299;202311;4790,05
C001217;M000490;202307;3549,58
C001137;M000486;202410;3336,73
C000258;M000166;202307;4145,96
C001455;M000488;202404;946,82
C001121;M000460;202311;1948,84
C001493;M000002;202404;9641,2
C000565;M000185;202309;5344,77
C001174;M000072;202312;2150,98
C000105;M000385;202410;7491,83
C000672;M000130;202405;1502,41
C001322;M000245;202407;7872,85
C000546;M000060;202311;8462,14
C000899;M000384;202306;3844,32
C000855;M000367;202303;6380,63
C000059;M000189;202310;8083,75
C000841;M000379;202304;1371,27
C001688;M000465;202304;4107,09
C000211;M000181;202311;4742,05
C000648;M000398;202410;8297,22
C001998;M000303;202308;5283,42
C000139;M000493;202408;9085,61
C001137;M000324;202403;5129,08
C000628;M000429;202412;5069,07
C001652;M000023;202404;9314,34
C000042;M000465;202304;2947,87
C001786;M000258;202408;7161,95
C001199;M000474;202310;8721,34
C000430;M000226;202411;707,26
C000403;M000095;202412;5383,35
C001386;M000188;202407;8180,64
C000582;M000280;202412;9349,81
C000638;M000122;202309;8945,29
C000155;M000393;202405;839,76
C000620;M000223;202405;6361,15
C001858;M000141;202309;4693,97
C000434;M000408;202307;5401,22
C000760;M000312;202408;7892,55
C001442;M000128;202304;1167,44
C001697;M000476;202310;404,05
C000067;M000052;202302;6613,62
C000967;M000401;202305;681,92
C001755;M000370;202404;962,73
C001270;M000326;202311;4736,95
C000838;M000223;202409;5208,12
C000535;M000019;202305;6785,1
C000755;M000156;202408;1546,03
C001432;M000107;202409;7463,83
C001851;M000292;202305;1526,02
C000858;M000349;202404;8713,36
C000090;M000394;202302;9331,63
C001536;M000325;202309;2048,44
C000926;M000444;202311;5074,95
C001328;M000473;202404;4767,86
C000211;M000194;202302;8358,02
C001368;M000340;202409;8229,14
C000025;M000421;202408;5245,21
C000757;M000474;202311;6788,62
C000266;M000462;202301;5849,16
C001206;M000346;202307;9422,24
C000045;M000460;202404;7666,61
C001410;M000418;202412;3554,28
C000312;M000028;202402;2053,15
C000198;M000308;202301;5703,47
C000922;M000326;202406;1390,32
C000620;M000294;202306;7504,3
C000272;M000260;202305;3752,13
C000243;M000419;202304;9393,84
C001382;M000477;202311;515,17
C000977;M000158;202402;8997,04
C000850;M000326;202302;9853,51
C001828;M000377;202408;7878,86
C001811;M000470;202410;7494,36
C000481;M000084;202405;810,67
C001273;M000009;202311;3749,21
C001541;M000422;202306;255,5
C000827;M000171;202304;4280,22
C000505;M000190;202302;7411,95
C001107;M000068;202308;6658,76
C001904;M000390;202304;8681,47
C000583;M000172;202405;5124,16
C001614;M000310;202406;3717,02
C000358;M000392;202412;4806,22
C000164;M000035;202412;6037,85
C001922;M000331;202407;7287,03
C001956;M000245;202401;7210,97
C000442;M000325;202304;3831,16
C001128;M000331;202404;7167,45
C001776;M000498;202405;5506,33
C000199;M000408;202406;982,06
C000631;M000325;202402;3873,54
C001216;M000108;202406;2080,41
C000631;M000046;202312;3813,78
C001071;M000167;202309;4799,51
C001009;M000195;202404;2858,85
C000020;M000088;202402;4948,25
C001569;M000419;202404;4248,61
C001757;M000383;202307;2396,83
C000151;M000108;202408;466,93
C000155;M000279;202310;8641,44
C000937;M000288;202310;5477,11
C000608;M000128;202407;2629,95
C000720;M000398;202309;7647,97
C000194;M000244;202310;4775,63
C001055;M000085;202310;4411,78
C001801;M000486;202311;8029,85
C000288;M000412;202304;7424,97
C000681;M000244;202304;8888,87
C000363;M000234;202305;9756,38
C000887;M000405;202311;6884,6
C001258;M000089;202401;6783,08
C000590;M000043;202308;7140,66
C001088;M000246;202409;2517,5
C001486;M000242;202303;2680,13
C000491;M000251;202409;6542,15
C000589;M000300;202302;4959,9
C001521;M000201;202308;6283,91
C001193;M000338;202411;4182,24
C000700;M000323;202308;7751,79
C000404;M000198;202305;6245,96
C000807;M000189;202401;1205,59
C000232;M000384;202408;2558,0
C000174;M000005;202402;312,31
C001726;M000201;202305;4313,7
C000439;M000104;202409;6192,32
C001747;M000149;202403;3582,61
C000775;M000399;202401;1733,71
C000212;M000112;202302;5811,46
C001753;M000499;202410;5755,11
C001690;M000447;202305;639,67
C000330;M000068;202408;5084,94
C000946;M000342;202403;3537,58
C000847;M000063;202308;3177,47
C001461;M000190;202403;5214,79
C000270;M000066;202402;6981,67
C001384;M000349;202404;9475,15
C001669;M000204;202305;4785,15
C000521;M000402;202307;5495,43
C000300;M000104;202401;3700,6
C001451;M000497;202308;4205,3
C001443;M000341;202312;6589,58
C000668;M000433;202409;4664,97
C000613;M000266;202301;7661,99
C000519;M000216;202302;1902,32
C001280;M000431;202403;8448,71
C000820;M000479;202311;8078,66
C000269;M000455;202307;7166,79
C001485;M000471;202310;7798,73
C001436;M000138;202309;5748,29
C001391;M000335;202308;3959,62
C001024;M000249;202406;2826,63
C000250;M000349;202303;2815,11
C000168;M000029;202412;2130,99
C000323;M000452;202307;5787,07
C001300;M000171;202412;7000,68
C000355;M000277;202409;6008,36
C001956;M000096;202312;3120,05
C001873;M000132;202403;1706,41
C000227;M000327;202306;7177,46
C001547;M000277;202308;1474,76
C000579;M000120;202311;2073,6
C001637;M000347;202408;944,37
C000082;M000228;202306;8906,13
C001437;M000026;202312;5948,0
C001838;M000097;202412;8909,85
C001348;M000371;202304;4347,06
C000071;M000345;202408;4674,97
C000902;M000373;202303;4548,04
C000831;M000286;202409;3553,75
C001723;M000019;202410;5789,97
C000589;M000337;202401;7426,39
C001643;M000183;202410;1825,68
C001782;M000182;202301;2787,99
C000410;M000496;202311;3992,23
C001364;M000426;202408;9961,51
C000144;M000331;202404;8771,09
C000495;M000283;202405;7926,19
C000575;M000317;202410;9300,02
C000464;M000291;202304;5012,36
C000859;M000227;202308;4678,29
C000798;M000346;202306;3771,96
C000339;M000299;202310;5812,15
C000559;M000434;202301;7998,91
C000753;M000460;202411;3121,36
C001480;M000343;202401;7990,6
C000924;M000386;202312;9244,72
C000429;M000006;202302;7163,25
C001685;M000063;202412;842,91
C000680;M000317;202305;4819,53
C001486;M000209;202307;7081,63
C001212;M000245;202404;9546,46
C001684;M000182;202404;9824,82
C001263;M000486;202409;8746,98
C001451;M000449;202312;4819,54
C001931;M000245;202311;1725,94
C000401;M000142;202412;7393,04
C001944;M000057;202305;2714,06
C000287;M000290;202401;5319,79
C000381;M000067;202401;1059,91
C001835;M000064;202407;1463,9
C000180;M000321;202305;1670,19
C000608;M000042;202311;9434,75
C001345;M000073;202302;8240,95
C000429;M000139;202412;4030,51
C001640;M000064;202405;5782,99
C001654;M000471;202412;463,07
C000981;M000453;202405;3574,4
C001590;M000155;202310;7887,06
C001832;M000119;202303;995,1
C000181;M000335;202409;6348,22
C001602;M000170;202301;4283,94
C000516;M000204;202312;996,79
C001968;M000295;202404;5741,28
C001323;M000389;202301;8964,57
C001242;M000366;202311;9726,96
C001115;M000320;202305;4968,05
C000403;M000147;202401;9956,62
C001968;M000327;202311;944,96
C001053;M000239;202311;1744,31
C001528;M000499;202302;2394,93
C000605;M000078;202408;2727,46
C000896;M000432;202405;2028,96
C000678;M000103;202311;3642,25
C001074;M000026;202406;3052,6
C001584;M000037;202303;783,75
C000516;M000172;202312;2149,97
C000607;M000162;202408;7885,72
C000613;M000466;202412;4865,4
C000082;M000224;202410;6825,85
C000284;M000167;202401;4181,68
C001005;M000202;202311;5921,36
C000426;M000411;202303;7264,18
C000869;M000314;202405;5947,58
C001072;M000239;202407;638,69
C001447;M000026;202305;6974,11
C000474;M000489;202403;2843,13
C000845;M000219;202412;5088,77
C001214;M000083;202309;2103,51
C000532;M000411;202309;2842,99
C000449;M000331;202311;4479,1
C000168;M000118;202307;7323,21
C000417;M000416;202403;1374,2
C001664;M000304;202309;3981,57
C001671;M000277;202302;9127,36
C000774;M000303;202403;3738,82
C000746;M000198;202409;6835,24
C001637;M000368;202404;7481,22
C001187;M000206;202411;3538,05
C000071;M000380;202403;8499,49
C001066;M000143;202310;2445,03
C001570;M000091;202403;7539,88
C000340;M000409;202412;9157,1
C001467;M000349;202412;982,39
C000373;M000201;202412;1188,24
C000002;M000082;202401;556,11
C001835;M000337;202304;4761,76
C001642;M000499;202402;4188,67
C000479;M000190;202308;9191,83
C000673;M000270;202409;2668,72
C001257;M000081;202401;1866,97
C000609;M000238;202407;7824,43
C001693;M000381;202402;1260,48
C000399;M000249;202312;8215,28
C001770;M000164;202303;9851,84
C000783;M000009;202405;7031,73
C001728;M000089;202309;1214,23
C001154;M000271;202307;765,77
C000406;M000020;202410;6927,06
C000878;M000032;202309;4449,82
C001171;M000382;202311;2470,94
C000836;M000451;202405;3616,82
C001937;M000223;202310;3514,59
C001973;M000069;202310;4480,56
C001623;M000210;202311;2116,26
C000928;M000442;202304;9699,22
C001427;M000003;202309;4137,69
C000806;M000327;202412;6329,67
C001227;M000026;202305;8739,84
C001073;M000347;202301;7081,12
C001560;M000370;202303;8807,77
C000966;M000179;202312;8280,86
C001175;M000183;202307;7327,17
C000619;M000351;202306;7460,07
C000250;M000003;202310;2975,42
C000901;M000424;202308;5185,93
C000968;M000438;202310;5554,83
C001068;M000428;202303;8895,37
C001168;M000302;202310;2025,67
C001083;M000208;202303;2788,43
C001416;M000084;202409;6428,43
C000601;M000001;202309;2934,16
C000552;M000173;202407;383,98
C001330;M000164;202310;5818,63
C000835;M000203;202310;1552,99
C001970;M000309;202402;6753,23
C001873;M000099;202311;633,66
C000923;M000491;202310;4181,3
C001857;M000466;202406;1844,28
C000926;M000396;202410;2880,3
C001465;M000387;202304;2434,98
C001924;M000454;202311;2117,52
C001362;M000190;202303;3845,54
C001099;M000034;202411;358,41
C001138;M000009;202403;8722,02
C000819;M000414;202306;2999,66
C000528;M000214;202305;2158,13
C001704;M000228;202412;3011,11
C001661;M000356;202404;416,48
C000932;M000324;202312;3930,41
C001863;M000052;202412;9862,34
C000870;M000045;202307;2623,14
C001021;M000084;202411;8951,9
C001700;M000158;202401;8193,48
C000811;M000109;202311;9621,54
C001057;M000326;202312;5589,12
C000254;M000120;202309;7775,71
C000030;M000019;202402;5651,68
C001057;M000139;202310;7516,47
C001623;M000234;202302;9853,17
C001352;M000264;202408;2895,86
C001478;M000195;202309;2940,93
C000169;M000185;202405;1932,37
C001264;M000182;202410;9982,94
C001325;M000321;202301;2734,03
C000260;M000072;202301;8315,83
C000075;M000016;202303;9216,03
C000685;M000339;202305;177,91
C001947;M000073;202411;2962,04
C000387;M000161;202411;437,86
C001410;M000470;202405;6837,51
C001618;M000215;202306;4187,66
C000747;M000439;202405;2248,65
C000396;M000366;202401;7356,23
C001430;M000212;202404;2493,76
C001222;M000376;202408;5424,57
C001292;M000057;202302;8894,96
C000488;M000227;202310;9258,82
C001005;M000436;202302;5633,07
C000468;M000419;202301;2559,97
C001102;M000305;202305;8834,76
C000549;M000294;202409;7147,72
C000928;M000075;202306;4849,92
C000655;M000357;202303;3248,06
C000695;M000155;202304;1060,3
C000441;M000100;202403;1501,98
C001790;M000364;202408;3959,37
C000970;M000040;202412;8022,35
C001027;M000206;202307;9955,16
C000560;M000191;202407;7098,94
C000727;M000055;202301;6287,42
C000129;M000298;202308;8345,92
C000287;M000310;202404;8898,0
C000832;M000473;202404;8513,55
C000385;M000410;202401;9130,94
C001948;M000336;202302;9305,25
C001469;M000313;202312;4478,48
C001602;M000427;202404;7911,02
C000473;M000413;202311;1932,5
C000051;M000249;202309;9399,01
C001174;M000164;202403;6028,24
C000467;M000202;202305;2260,84
C000376;M000007;202305;486,64
C001714;M000440;202404;9400,44
C000239;M000118;202411;6072,93
C000577;M000433;202409;8167,73
C001312;M000235;202411;2322,48
C001243;M000289;202304;7770,17
C001402;M000247;202411;4770,77
C000621;M000255;202402;6634,42
C000697;M000486;202306;4922,42
C000823;M000081;202310;814,0
C000718;M000163;202312;7578,08
C001398;M000490;202403;3733,16
C000337;M000051;202402;4504,6
C001737;M000431;202312;8557,24
C001559;M000050;202411;5254,59
C000255;M000176;202401;9732,43
C001159;M000274;202410;3009,63
C001099;M000161;202306;2203,49
C000450;M000148;202308;8552,53
C001805;M000421;202404;9206,37
C001979;M000209;202308;7487,31
C000675;M000151;202409;4608,39
C000143;M000055;202408;5055,4
C000395;M000433;202311;2068,54
C000139;M000003;202301;7035,44
C001338;M000177;202306;4958,09
C000980;M000478;202302;577,83
C001236;M000017;202305;4453,26
C000364;M000482;202301;7349,71
C000613;M000189;202407;1735,16
C001986;M000221;202409;994,36
C000992;M000261;202307;935,68
C001264;M000139;202301;9777,78
C001996;M000174;202406;5887,76
C001552;M000118;202408;4019,13
C000995;M000449;202309;6456,96
C000123;M000493;202309;7763,31
C000272;M000446;202305;7913,85
C001500;M000450;202307;4066,24
C001103;M000126;202303;685,08
C000646;M000412;202407;2908,87
C000511;M000048;202411;6080,99
C001936;M000448;202308;6305,8
C000515;M000174;202401;3046,73
C000557;M000258;202402;4121,97
C000323;M000012;202403;2193,32
C001775;M000093;202407;8957,45
C000709;M000334;202301;6242,33
C001550;M000003;202402;3527,31
C001397;M000461;202410;6023,42
C001251;M000438;202309;8488,37
C000790;M000345;202408;7587,72
C001249;M000030;202312;3959,28
C001098;M000477;202302;1125,72
C001845;M000308;202408;5634,45
C001352;M000256;202412;6014,55
C000361;M000363;202403;3799,48
C000829;M000365;202411;1763,35
C001257;M000307;202312;1759,21
C000659;M000287;202411;3441,62
C001647;M000046;202408;421,31
C001270;M000225;202405;4549,54
C001728;M000027;202404;369,48
C001957;M000243;202404;4338,33
C000285;M000332;202406;7264,41
C000771;M000485;202309;5989,45
C000802;M000097;202407;7391,92
C000614;M000248;202406;665,88
C001765;M000221;202307;6283,0
C000858;M000263;202307;9040,11
C001123;M000237;202402;440,54
C001059;M000291;202403;3118,3
C000646;M000485;202408;4546,74
C001856;M000001;202408;4206,72
C000542;M000061;202408;2090,78
C001860;M000428;202308;3704,28
C000746;M000279;202312;6949,38
C000188;M000381;202412;4155,39
C000975;M000492;202304;2626,97
C001249;M000443;202304;339,2
C001546;M000331;202306;3068,19
C001571;M000032;202304;4974,44
C001111;M000308;202412;7409,91
C000703;M000043;202305;9198,78
C000823;M000271;202308;9516,72
C000452;M000143;202405;9236,9
C000309;M000466;202401;8784,61
C000035;M000363;202406;6020,57
C000830;M000267;202305;1179,12
C001966;M000115;202302;6229,81
C000479;M000411;202407;1308,8
C001717;M000164;202403;5620,14
C000578;M000190;202301;5590,77
C000834;M000466;202406;2702,23
C001753;M000282;202311;4689,23
C000273;M000078;202303;7564,6
C001191;M000427;202407;1802,47
C001686;M000399;202311;8636,24
C000822;M000246;202407;8574,81
C000103;M000347;202307;4958,33
C000153;M000143;202307;8616,57
C001987;M000444;202309;9929,66
C000904;M000291;202401;9547,35
C001754;M000052;202302;4640,71
C000215;M000176;202312;2008,57
C001740;M000192;202409;6531,76
C001275;M000225;202410;4130,66
C001709;M000309;202408;2596,45
C001390;M000334;202406;1047,2
C001138;M000242;202411;1989,88
C001908;M000450;202411;7762,97
C000055;M000151;202408;2639,87
C000206;M000280;202409;4511,93
C000548;M000424;202308;7891,5
C000707;M000061;202306;7160,47
C001734;M000381;202305;9747,72
C000711;M000367;202310;9850,16
C001198;M000052;202402;7587,69
C001405;M000213;202408;1299,86
C001857;M000265;202307;1535,61
C001023;M000226;202309;2701,02
C001892;M000017;202302;6903,27
C001549;M000160;202407;2579,41
C000310;M000345;202401;712,95
C000595;M000070;202402;8322,62
C001901;M000234;202308;7448,08
C001320;M000079;202412;8109,91
C000430;M000487;202401;1981,97
C001919;M000299;202406;794,83
C001968;M000108;202411;1203,15
C000354;M000231;202304;6316,33
C001759;M000139;202408;6600,45
C000758;M000064;202306;2333,67
C000060;M000081;202403;7292,23
C000476;M000305;202302;5308,73
C001748;M000356;202408;6084,08
C001561;M000005;202403;9918,51
C001527;M000082;202412;1401,12
C001249;M000060;202408;5587,84
C000963;M000281;202408;8509,21
C001891;M000323;202401;7409,34
C000387;M000196;202312;9217,36
C000590;M000128;202402;6152,89
C000886;M000057;202310;9505,96
C000447;M000480;202402;2027,18
C001589;M000329;202311;8023,57
C000395;M000469;202410;9546,74
C001258;M000260;202305;1593,6
C000757;M000451;202412;5482,83
C000687;M000281;202312;5233,79
C001223;M000264;202306;2497,11
C000759;M000316;202405;9550,7
C000347;M000113;202401;6572,34
C000382;M000017;202407;1830,51
C001604;M000003;202305;1624,16
C000730;M000250;202309;9320,69
C000423;M000112;202308;1765,08
C001422;M000039;202306;8247,91
C001531;M000432;202305;7290,72
C000860;M000045;202404;5888,89
C001245;M000057;202310;892,01
C000627;M000067;202306;7846,51
C001813;M000220;202401;5420,4
C001619;M000319;202309;1129,92
C000589;M000311;202303;6421,31
C000731;M000015;202301;8372,71
C000961;M000359;202410;446,82
C001555;M000480;202304;7693,56
C001988;M000249;202306;9315,45
C000075;M000092;202309;8237,71
C000858;M000026;202410;1196,27
C001823;M000212;202304;3517,3
C001009;M000239;202408;2472,77
C000459;M000196;202301;3260,56
C000139;M000489;202405;5874,42
C001065;M000216;202311;6329,04
C000770;M000493;202302;6190,48
C001806;M000426;202301;2547,74
C001686;M000319;202406;9763,06
C000788;M000242;202304;2576,03
C001596;M000397;202311;9203,19
C000043;M000290;202412;6376,82
C001726;M000400;202304;8010,9
C000181;M000418;202404;8713,13
C000893;M000432;202309;1784,15
C001164;M000425;202406;6436,3
C001855;M000151;202408;4004,01
C000152;M000154;202307;1237,52
C001571;M000443;202305;3596,29
C000108;M000385;202310;6115,23
C000590;M000363;202412;4532,7
C000730;M000480;202402;1006,24
C000030;M000048;202303;9889,95
C001014;M000375;202403;3325,26
C000561;M000456;202405;9659,15
C000833;M000297;202406;6046,6
C001378;M000343;202302;1852,64
C000474;M000444;202408;8998,9
C001169;M000076;202303;3203,61
C000024;M000083;202308;7929,53
C000337;M000493;202406;3118,44
C001970;M000059;202302;7906,81
C001296;M000043;202402;4369,67
C000124;M000185;202308;1827,19
C000984;M000003;202407;4960,27
C000593;M000384;202301;7334,6
C000556;M000033;202401;5229,82
C000049;M000005;202404;3492,39
C001773;M000040;202408;8570,25
C001557;M000116;202302;5228,01
C001472;M000043;202311;1247,7
C000769;M000346;202403;1657,79
C001525;M000054;202308;3655,56
C000849;M000261;202309;9049,74
C001634;M000489;202309;2776,65
C001275;M000441;202302;6224,48
C001429;M000116;202410;498,23
C000920;M000302;202310;4839,14
C000711;M000478;202311;2868,19
C001790;M000479;202302;7062,32
C000297;M000480;202305;7633,57
C001105;M000482;202306;4366,68
C000126;M000038;202403;9486,37
C000643;M000178;202411;7769,73
C001677;M000455;202401;761,62
C000081;M000434;202405;9759,41
C001089;M000498;202312;2993,63
C000623;M000078;202412;4612,47
C001187;M000328;202411;1314,28
C001543;M000411;202310;3475,82
C001246;M000410;202409;8316,15
C000033;M000131;202311;3011,17
C000960;M000417;202405;8006,68
C000663;M000002;202312;944,66
C001636;M000172;202310;5384,18
C001901;M000250;202309;2276,06
C000869;M000281;202305;562,26
C000263;M000171;202412;5778,28
C001574;M000106;202405;5787,57
C001681;M000446;202408;6709,12
C000739;M000250;202412;8585,02
C001053;M000173;202301;947,46
