cliente;anno_mese;percentuale
C001222;202307;0,11
C000954;202308;0,11
C001778;202306;0,16
C000156;202411;0,08
C000067;202412;0,2
C000513;202306;0,05
C001403;202409;0,13
C001667;202309;0,03
C000579;202412;0,08
C001994;202307;0,1
C000838;202302;0,1
C000841;202411;0,19
C001365;202404;0,17
C000161;202404;0,2
C001221;202311;0,1
C001929;202301;0,18
C000830;202403;0,1
C001585;202402;0,05
C000554;202403;0,16
C000888;202309;0,1
C001166;202301;0,02
C001157;202402;0,05
C000731;202307;0,08
C000517;202308;0,2
C001775;202408;0,13
C001016;202401;0,09
C000880;202403;0,02
C001003;202302;0,16
C000118;202411;0,14
C001386;202302;0,05
C000509;202408;0,13
C000582;202311;0,05
C001024;202311;0,04
C000598;202405;0,09
C001797;202402;0,05
C001975;202307;0,08
C000213;202306;0,02
C001385;202409;0,09
C001691;202403;0,07
C001626;202303;0,19
C000547;202410;0,12
C001782;202312;0,06
C000906;202311;0,11
C001567;202409;0,15
C001997;202309;0,1
C000423;202309;0,19
C000673;202303;0,05
C000884;202306;0,19
C001144;202403;0,03
C001938;202301;0,19
C000394;202403;0,03
C000823;202309;0,08
C001254;202304;0,11
C001212;202301;0,07
C000518;202301;0,06
C000461;202409;0,19
C000092;202409;0,16
C000228;202306;0,09
C000995;202305;0,02
C000726;202412;0,08
C001262;202307;0,05
C001924;202412;0,13
C000703;202303;0,14
C001837;202410;0,1
C000152;202409;0,04
C001413;202405;0,04
C001081;202308;0,07
C001963;202406;0,15
C000429;202408;0,17
C000851;202412;0,18
C001559;202411;0,09
C001130;202306;0,19
C000124;202308;0,03
C001318;202308;0,1
C000387;202311;0,1
C000225;202404;0,06
C001658;202408;0,08
C001852;202308;0,06
C000550;202307;0,18
C001453;202302;0,08
C000877;202404;0,18
C000332;202304;0,2
C000574;202311;0,16
C001991;202305;0,12
C000151;202304;0,12
C000066;202408;0,08
C001626;202311;0,05
C001790;202401;0,04
C000160;202310;0,08
C000578;202312;0,13
C001334;202405;0,19
C001532;202402;0,06
C001142;202305;0,13
C000820;202401;0,06
C000726;202312;0,17
C000661;202308;0,11
C000653;202403;0,1
C000455;202411;0,02
C001822;202305;0,11
C000686;202405;0,04
C000770;202303;0,16
C001554;202404;0,13
C001596;202409;0,03
C000613;202406;0,11
C000315;202411;0,13
C001220;202406;0,18
C000891;202402;0,19
C000583;202405;0,07
C001177;202308;0,1
C000845;202402;0,16
C000294;202305;0,16
C001243;202405;0,07
C000929;202409;0,05
C001020;202406;0,17
C001861;202405;0,03
C000789;202402;0,06
C001893;202301;0,13
C001867;202302;0,08
C000163;202409;0,17
C000197;202401;0,11
C000007;202306;0,05
C001086;202307;0,07
C001063;202409;0,08
C001365;202402;0,2
C001268;202407;0,13
C000841;202404;0,12
C001654;202301;0,17
C000048;202409;0,14
C001064;202309;0,19
C000080;202405;0,13
C000571;202410;0,04
C001987;202306;0,15
C000253;202312;0,15
C001518;202305;0,06
C001492;202401;0,16
C001983;202307;0,07
C000839;202406;0,16
C001344;202410;0,1
C001370;202406;0,17
C001294;202407;0,02
C001557;202404;0,07
C001058;202406;0,05
C000692;202302;0,02
C000069;202307;0,14
C001094;202404;0,16
C001184;202302;0,03
C000181;202311;0,1
C000925;202302;0,18
C000825;202301;0,05
C001116;202309;0,13
C001248;202410;0,12
C001791;202412;0,13
C001628;202308;0,16
C001880;202412;0,04
C001890;202306;0,07
C001051;202303;0,07
C001152;202401;0,15
C001722;202405;0,1
C001168;202411;0,05
C001185;202311;0,04
C000924;202411;0,19
C001807;202408;0,04
C001287;202307;0,18
C000281;202412;0,12
C000715;202307;0,09
C000134;202303;0,08
C000100;202402;0,15
C001953;202307;0,12
C000696;202412;0,13
C001397;202302;0,14
C000511;202405;0,09
C001830;202308;0,08
C001666;202301;0,17
C001592;202408;0,03
C001559;202404;0,07
C000053;202306;0,12
C000016;202410;0,12
C000158;202409;0,18
C001840;202312;0,03
C000709;202403;0,15
C001711;202407;0,04
C001320;202402;0,03
C001404;202310;0,03
C000822;202409;0,05
C000384;202305;0,11
C000312;202409;0,19
C001662;202408;0,06
C000241;202308;0,16
C000909;202309;0,2
C000271;202410;0,08
C000117;202401;0,09
C001367;202402;0,16
C000553;202407;0,11
C000025;202311;0,12
C000469;202301;0,11
C000206;202308;0,14
C000359;202407;0,09
C001169;202309;0,05
C001273;202305;0,17
C000233;202402;0,17
C000345;202309;0,1
C001879;202307;0,04
C001357;202408;0,18
C001554;202402;0,07
C001384;202406;0,06
C001324;202310;0,14
C000696;202312;0,12
C000672;202306;0,03
C001857;202403;0,17
C000747;202306;0,06
C000134;202311;0,03
C000315;202404;0,06
C000685;202410;0,06
C001250;202410;0,05
C000494;202303;0,18
C000395;202311;0,11
C000263;202409;0,08
C000606;202408;0,16
C001686;202303;0,14
C000774;202306;0,02
C000794;202406;0,16
C000156;202402;0,11
C000813;202407;0,14
C001649;202402;0,15
C000868;202406;0,12
C000849;202404;0,03
C000771;202305;0,13
C000009;202402;0,06
C001755;202301;0,12
C000858;202408;0,02
C000776;202311;0,15
C000993;202305;0,12
C001482;202402;0,09
C000723;202406;0,18
C001012;202305;0,05
C001301;202411;0,06
C001463;202411;0,12
C000528;202407;0,18
C000537;202409;0,15
C000012;202308;0,07
C000210;202401;0,12
C000562;202308;0,11
C001837;202307;0,05
C001172;202306;0,06
C001557;202402;0,13
C000008;202306;0,08
C001477;202410;0,08
C000318;202403;0,07
C000679;202408;0,04
C001448;202411;0,07
C000302;202304;0,03
C001902;202308;0,13
C000857;202308;0,14
C000490;202309;0,11
C000934;202412;0,09
C000026;202308;0,05
C000447;202310;0,03
C000327;202304;0,16
C000695;202305;0,15
C000414;202410;0,18
C000766;202401;0,06
C001262;202405;0,12
C001247;202408;0,15
C001506;202305;0,17
C000956;202410;0,14
C001689;202411;0,18
C000332;202303;0,17
C000111;202305;0,08
C000969;202410;0,03
C001114;202309;0,13
C001795;202306;0,12
C001775;202401;0,18
C001289;202406;0,07
C000795;202401;0,11
C000978;202303;0,08
C000509;202401;0,06
C001109;202406;0,05
C000890;202310;0,08
C000962;202406;0,11
C000063;202306;0,15
C001949;202412;0,15
C000727;202310;0,1
C000204;202301;0,09
C001165;202409;0,16
C000167;202302;0,19
C000303;202309;0,11
C001835;202309;0,13
C000242;202410;0,16
C000580;202302;0,14
C000550;202405;0,19
C000288;202402;0,03
C000917;202412;0,04
C001688;202410;0,02
C000555;202409;0,03
C001224;202408;0,03
C001400;202310;0,02
C000934;202312;0,07
C001128;202404;0,02
C000173;202401;0,1
C000364;202308;0,15
C000184;202408;0,19
C001008;202308;0,04
C000037;202301;0,09
C001668;202309;0,14
C000492;202302;0,19
C001972;202301;0,15
C000429;202401;0,09
C001421;202404;0,07
C001913;202311;0,14
C001708;202308;0,07
C000112;202403;0,03
C000644;202403;0,04
C001700;202408;0,05
C000571;202307;0,1
C001037;202308;0,19
C000315;202402;0,2
C001107;202306;0,18
C000056;202309;0,04
C001633;202410;0,13
C001981;202312;0,19
C000151;202311;0,16
C000196;202305;0,18
C001822;202406;0,19
C000039;202411;0,05
C001802;202411;0,04
C000500;202302;0,15
C001319;202301;0,1
C000835;202403;0,18
C001723;202403;0,15
C000600;202411;0,07
C000856;202412;0,02
C000917;202312;0,12
C001942;202310;0,03
C001248;202307;0,14
C000687;202308;0,06
C000670;202408;0,09
C000875;202407;0,09
C001140;202308;0,03
C001433;202403;0,1
C001712;202408;0,1
C000479;202308;0,05
C001332;202305;0,02
C000014;202402;0,18
C000171;202310;0,14
C001560;202403;0,19
C001235;202407;0,18
C000758;202306;0,15
C000371;202401;0,15
C000625;202403;0,06
C000583;202306;0,07
C000688;202410;0,14
C000626;202408;0,19
C001243;202306;0,05
C000075;202405;0,14
C001275;202308;0,17
C001681;202305;0,2
C001823;202310;0,03
C001754;202302;0,12
C000856;202312;0,17
C000772;202403;0,12
C000680;202307;0,15
C001297;202406;0,16
C001466;202410;0,15
C001167;202307;0,15
C000572;202301;0,07
C001287;202405;0,04
C001761;202306;0,09
C001401;202309;0,17
C001191;202407;0,12
C001650;202401;0,09
C001496;202402;0,18
C001951;202310;0,15
C001587;202307;0,12
C001903;202407;0,08
C000080;202306;0,14
C001970;202402;0,09
C001765;202407;0,12
C001339;202404;0,09
C001804;202301;0,2
C000419;202411;0,16
C001392;202301;0,05
C001197;202302;0,14
C000340;202411;0,18
C000793;202403;0,14
C001792;202407;0,09
C000818;202302;0,19
C001982;202311;0,04
C001420;202408;0,07
C000685;202307;0,04
C001108;202303;0,19
C001250;202307;0,14
C001139;202303;0,1
C000940;202403;0,12
C001745;202309;0,14
C001349;202410;0,18
C000667;202407;0,08
C001776;202407;0,19
C001415;202411;0,2
C001128;202402;0,05
C001516;202401;0,08
C000965;202310;0,13
C001938;202309;0,15
C001373;202410;0,17
C001722;202306;0,12
C000064;202308;0,2
C001238;202307;0,16
C001101;202306;0,17
C000767;202403;0,09
C000344;202402;0,17
C000853;202308;0,18
C001879;202405;0,2
C000267;202304;0,12
C001237;202305;0,11
C000077;202308;0,12
C000182;202411;0,07
C000425;202308;0,12
C001797;202403;0,19
C001273;202406;0,15
C000511;202306;0,14
C001608;202308;0,16
C001605;202408;0,11
C001305;202408;0,08
C001493;202401;0,17
C001802;202404;0,09
C000368;202402;0,19
C001052;202302;0,11
C000397;202407;0,17
C000765;202408;0,06
C000557;202404;0,08
C000508;202309;0,09
C000474;202303;0,16
C000436;202305;0,04
C000217;202303;0,14
C000399;202401;0,1
C000302;202303;0,17
C001904;202301;0,18
C001936;202308;0,05
C000591;202301;0,02
C001139;202311;0,16
C000797;202408;0,11
C000146;202301;0,04
C000956;202307;0,05
C001065;202408;0,03
C000745;202409;0,19
C000993;202406;0,06
C001973;202309;0,09
C001900;202403;0,17
C000654;202302;0,12
C001244;202407;0,04
C001233;202307;0,17
C001064;202412;0,02
C000520;202406;0,03
C000754;202410;0,04
C001347;202305;0,05
C000568;202406;0,16
C001418;202404;0,03
C001887;202407;0,07
C000116;202406;0,19
C001258;202305;0,1
C001178;202305;0,08
C000858;202401;0,09
C001175;202302;0,15
C000892;202405;0,07
C000986;202305;0,09
C001697;202408;0,06
C000842;202309;0,1
C001119;202312;0,13
C000584;202410;0,11
C001994;202306;0,13
C001215;202401;0,03
C001611;202307;0,11
C000618;202411;0,03
C000586;202301;0,08
C001892;202305;0,03
C001513;202410;0,15
C000845;202403;0,18
C001064;202312;0,09
C000327;202311;0,12
C000988;202401;0,04
C000789;202403;0,14
C001656;202401;0,13
C000671;202407;0,08
C000050;202407;0,19
C001975;202306;0,11
C000020;202406;0,02
C001810;202409;0,03
C001143;202406;0,11
C001036;202401;0,18
C000161;202403;0,11
C001017;202410;0,12
C000564;202309;0,03
C001247;202401;0,15
C000019;202307;0,15
C001729;202404;0,19
C001494;202310;0,1
C000052;202302;0,15
C001262;202306;0,06
C001073;202411;0,2
C000881;202302;0,03
C001968;202412;0,08
C001295;202410;0,16
C001460;202308;0,17
C000827;202401;0,06
C001549;202412;0,09
C000905;202405;0,02
C000928;202304;0,04
C000039;202402;0,18
C001043;202305;0,16
C000806;202403;0,19
C001444;202304;0,1
C001154;202303;0,11
C000320;202301;0,1
C001199;202303;0,15
C001956;202305;0,09
C001225;202308;0,19
C001501;202307;0,14
C001675;202404;0,03
C000292;202305;0,13
C001248;202405;0,15
C001009;202302;0,11
C001358;202307;0,18
C001612;202304;0,07
C000688;202307;0,05
C000317;202407;0,07
C000100;202403;0,08
C000081;202411;0,04
C001171;202410;0,05
C000902;202305;0,17
C000252;202306;0,06
C001430;202404;0,11
C001492;202410;0,02
C000243;202409;0,16
C001424;202409;0,17
C000713;202309;0,18
C001700;202401;0,16
C001408;202412;0,03
C001925;202409;0,05
C001968;202312;0,08
C000279;202303;0,14
C000821;202303;0,17
C001255;202303;0,06
C000748;202302;0,1
C001768;202407;0,15
C000467;202409;0,18
C001525;202301;0,04
C000877;202403;0,05
C001510;202301;0,15
C001006;202401;0,19
C000971;202406;0,12
C001311;202411;0,1
C000707;202412;0,09
C000931;202302;0,15
C001570;202406;0,02
C000224;202404;0,11
C001154;202311;0,14
C000365;202305;0,13
C001349;202307;0,04
C001669;202401;0,11
C000490;202412;0,07
C000098;202407;0,12
C000276;202411;0,1
C001167;202405;0,03
C000127;202408;0,07
C000233;202403;0,19
C001947;202411;0,08
C001086;202306;0,09
C001629;202310;0,19
C001554;202403;0,18
C000029;202305;0,18
C001873;202308;0,04
C001138;202307;0,05
C001373;202307;0,12
C001469;202307;0,14
C001847;202409;0,1
C000627;202402;0,2
C001121;202407;0,09
C000060;202304;0,07
C001393;202302;0,03
C000719;202305;0,16
C000953;202304;0,05
C000419;202402;0,09
C000642;202305;0,12
C001055;202412;0,06
C000340;202402;0,05
C000951;202410;0,04
C001751;202310;0,15
C001396;202302;0,02
C001250;202405;0,03
C000069;202306;0,16
C000009;202403;0,04
C001713;202409;0,14
C001499;202301;0,13
C000837;202408;0,02
C000044;202304;0,18
C000075;202306;0,04
C001943;202408;0,19
C000665;202309;0,17
C000024;202407;0,16
C000675;202406;0,05
C001287;202306;0,11
C001073;202404;0,11
C001742;202411;0,04
C000136;202407;0,09
C001953;202306;0,13
C000788;202407;0,12
C001244;202409;0,16
C000144;202409;0,05
C001836;202401;0,04
C001597;202408;0,11
C000558;202308;0,18
C001114;202312;0,03
C000054;202309;0,11
C001325;202304;0,2
C000759;202411;0,12
C001055;202312;0,06
C001477;202405;0,16
C001099;202301;0,17
C000594;202408;0,09
C000415;202305;0,06
C001826;202407;0,07
C000799;202401;0,03
C000210;202410;0,1
C000414;202405;0,18
C000828;202309;0,16
C000431;202310;0,02
C001316;202410;0,14
C000956;202405;0,19
C001911;202312;0,09
C001214;202402;0,13
C001105;202409;0,18
C001233;202405;0,15
C001429;202302;0,04
C001958;202311;0,13
C001771;202409;0,16
C001245;202303;0,18
C001879;202306;0,14
C000573;202304;0,16
C000175;202412;0,05
C001819;202411;0,13
C001522;202303;0,07
C000032;202310;0,16
C000189;202302;0,1
C000056;202312;0,03
C000946;202408;0,03
C001319;202309;0,04
C000393;202405;0,18
C000559;202306;0,05
C000406;202411;0,14
C001519;202305;0,09
C001998;202410;0,09
C000191;202308;0,1
C000631;202312;0,17
C000088;202412;0,19
C000190;202301;0,07
C000276;202404;0,12
C001947;202404;0,08
C001932;202308;0,08
C001062;202301;0,19
C000918;202402;0,11
C000096;202310;0,09
C000843;202310;0,18
C001611;202405;0,14
C001883;202408;0,15
C001178;202406;0,19
C000349;202301;0,13
C000421;202304;0,14
C000618;202402;0,12
C000367;202304;0,1
C001783;202408;0,04
C000820;202307;0,11
C001710;202302;0,08
C001908;202411;0,11
C000986;202406;0,13
C000960;202407;0,07
C000779;202309;0,07
C000552;202408;0,07
C001356;202401;0,07
C001992;202303;0,11
C000487;202406;0,08
C001295;202307;0,18
C001459;202301;0,18
C001576;202303;0,12
C000852;202302;0,08
C000663;202407;0,08
C001721;202405;0,17
C000977;202301;0,11
C000870;202404;0,09
C001840;202308;0,07
C001946;202305;0,1
C000403;202412;0,14
C000838;202304;0,16
C001240;202411;0,18
C001622;202409;0,05
C000173;202410;0,16
C001204;202401;0,07
C000197;202307;0,14
C001538;202411;0,09
C001286;202402;0,12
C001647;202304;0,08
C000287;202401;0,16
C000213;202301;0,12
C000892;202306;0,05
C000014;202403;0,15
C000093;202412;0,18
C001791;202308;0,13
C001817;202301;0,06
C001182;202303;0,16
C001171;202307;0,17
C000761;202311;0,05
C000572;202309;0,14
C001742;202404;0,11
C001492;202307;0,06
C000232;202308;0,11
C001860;202409;0,07
C001658;202410;0,12
C000022;202305;0,12
C000058;202308;0,05
C001514;202303;0,13
C000289;202411;0,07
C000950;202411;0,19
C000066;202410;0,17
C000889;202310;0,2
C000283;202408;0,02
C000693;202301;0,05
C000688;202405;0,19
C000403;202312;0,19
C000201;202407;0,1
C000615;202407;0,2
C001939;202411;0,13
C001956;202406;0,07
C000072;202410;0,12
C000928;202311;0,06
C001815;202409;0,03
C000352;202404;0,1
C001100;202310;0,2
C001805;202301;0,13
C001935;202305;0,11
C001970;202403;0,09
C001571;202408;0,04
C001411;202407;0,05
C000371;202410;0,09
C001462;202408;0,16
C000083;202311;0,03
C001612;202311;0,17
C001182;202311;0,07
C000699;202409;0,12
C000390;202407;0,07
C000336;202408;0,16
C001731;202411;0,19
C000640;202302;0,14
C000905;202306;0,06
C001311;202402;0,18
C000953;202303;0,12
C000118;202304;0,02
C000619;202408;0,08
C000951;202307;0,13
C001732;202302;0,07
C000800;202305;0,1
C000128;202309;0,06
C000406;202404;0,13
C001349;202405;0,12
C000859;202309;0,07
C001598;202302;0,12
C001274;202304;0,17
C001446;202401;0,05
C000117;202307;0,12
C001614;202404;0,08
C001845;202305;0,06
C001163;202309;0,17
C000908;202312;0,17
C001378;202302;0,06
C001650;202410;0,13
C001146;202401;0,19
C001590;202312;0,04
C001282;202308;0,15
C001908;202404;0,2
C000264;202304;0,07
C000970;202412;0,11
C000007;202301;0,04
C000085;202309;0,17
C001131;202306;0,06
C000454;202408;0,1
C000437;202412;0,05
C001526;202411;0,05
C001973;202312;0,06
C000082;202404;0,04
C000836;202406;0,06
C000362;202310;0,08
C001684;202401;0,12
C000464;202408;0,13
C001240;202404;0,09
C001019;202402;0,06
C001229;202404;0,04
C000883;202408;0,03
C000200;202304;0,15
C001167;202306;0,1
C000348;202311;0,15
C001061;202403;0,09
C000210;202307;0,13
C001890;202301;0,09
C000323;202410;0,12
C000049;202411;0,07
C000692;202304;0,18
C000970;202312;0,11
C001497;202404;0,16
C000846;202409;0,11
C000925;202304;0,08
C000306;202311;0,11
C000759;202402;0,13
C001323;202305;0,17
C000044;202311;0,13
C001217;202410;0,09
C000801;202411;0,15
C001241;202407;0,13
C000573;202303;0,15
C001120;202307;0,09
C001183;202302;0,16
C001884;202409;0,06
C000038;202304;0,08
C001594;202405;0,09
C000202;202408;0,06
C000746;202305;0,07
C001871;202310;0,06
C001013;202403;0,13
C000569;202401;0,1
C001330;202407;0,02
C000309;202305;0,19
C000966;202404;0,06
C000866;202308;0,15
C001838;202412;0,1
C001998;202307;0,16
C000766;202307;0,09
C000708;202308;0,08
C000352;202402;0,09
C001335;202411;0,11
C001696;202309;0,15
C001784;202309;0,18
C001724;202310;0,04
C001621;202412;0,07
C000367;202303;0,06
C000122;202410;0,09
C000893;202303;0,2
C001473;202305;0,11
C000972;202408;0,05
C001382;202305;0,17
C001731;202404;0,14
C000858;202410;0,13
C000341;202401;0,17
C001477;202306;0,17
C000123;202307;0,2
C001603;202303;0,09
C000169;202409;0,16
C000747;202301;0,04
C001727;202406;0,18
C000017;202306;0,04
C001215;202410;0,15
C001017;202405;0,03
C000409;202309;0,03
C000079;202412;0,19
C000573;202311;0,1
C000465;202305;0,07
C001589;202310;0,17
C001467;202302;0,07
C001471;202401;0,18
C000173;202307;0,06
C000838;202303;0,08
C000168;202405;0,11
C000820;202405;0,06
C001908;202402;0,04
C001519;202406;0,03
C000700;202308;0,14
C001550;202312;0,16
C000527;202310;0,19
C000414;202306;0,19
C000094;202404;0,05
C000429;202307;0,12
C000286;202305;0,19
C001005;202310;0,18
C001068;202404;0,06
C000684;202408;0,17
C001644;202309;0,06
C001802;202403;0,15
C001674;202403;0,03
C000983;202401;0,04
C001896;202309;0,17
C001003;202303;0,05
C001656;202410;0,04
C000129;202308;0,1
C000713;202312;0,16
C001623;202302;0,15
C000483;202312;0,05
C001635;202409;0,19
C000470;202404;0,06
C001937;202305;0,02
C000367;202311;0,17
C000893;202311;0,16
C001510;202309;0,11
C001031;202409;0,02
C001240;202402;0,11
C000807;202311;0,03
C000108;202407;0,04
C000197;202405;0,03
C000488;202305;0,05
C001229;202402;0,04
C000242;202306;0,18
C001487;202411;0,17
C000505;202408;0,12
C001883;202401;0,07
C000662;202302;0,06
C001432;202302;0,05
C000639;202410;0,04
C001308;202311;0,06
C001946;202406;0,14
C001171;202405;0,16
C000855;202301;0,03
C001118;202408;0,09
C000072;202307;0,02
C000073;202401;0,1
C001769;202410;0,16
C000676;202304;0,14
C001112;202412;0,09
C001568;202411;0,12
C001288;202411;0,09
C000049;202404;0,11
C001743;202312;0,19
C001636;202401;0,19
C001971;202309;0,08
C001038;202401;0,13
C000873;202409;0,15
C001906;202412;0,15
C000371;202307;0,16
C001647;202311;0,11
C001266;202308;0,09
C001874;202412;0,11
C001795;202301;0,11
C000801;202404;0,16
C000682;202311;0,06
C000377;202411;0,13
C001928;202409;0,09
C001593;202305;0,07
C001211;202412;0,13
C000796;202304;0,09
C001633;202306;0,09
C001386;202311;0,09
C000432;202410;0,08
C000022;202406;0,06
C001152;202405;0,02
C001721;202306;0,1
C001363;202407;0,13
C000063;202301;0,05
C000145;202406;0,18
C001499;202309;0,16
C000996;202309;0,15
C000864;202408;0,14
C001700;202410;0,07
C000641;202408;0,06
C001759;202407;0,02
C000419;202403;0,06
C001112;202312;0,1
C000389;202308;0,11
C000097;202401;0,1
C001257;202406;0,1
C000264;202303;0,18
C001474;202310;0,1
C001731;202402;0,09
C000299;202411;0,03
C000283;202401;0,19
C000045;202405;0,18
C001578;202410;0,19
C000447;202406;0,07
C001812;202404;0,03
C000329;202407;0,1
C001451;202408;0,09
C000054;202312;0,14
C000887;202308;0,1
C001211;202312;0,13
C001669;202410;0,08
C001136;202312;0,11
C001501;202306;0,11
C001107;202301;0,19
C000117;202405;0,18
C001867;202303;0,11
C001236;202412;0,08
C001995;202411;0,05
C000383;202412;0,19
C001068;202402;0,05
C000265;202312;0,2
C001466;202306;0,05
C001453;202311;0,15
C001127;202303;0,07
C001845;202406;0,02
C001918;202312;0,06
C001730;202412;0,11
C000500;202304;0,02
C000840;202405;0,09
C000323;202307;0,16
C001035;202305;0,1
C001438;202301;0,13
C001007;202408;0,07
C000446;202302;0,03
C001675;202403;0,11
C000660;202404;0,04
C001241;202409;0,1
C001582;202308;0,11
C001493;202307;0,16
C000445;202309;0,03
C001111;202411;0,16
C001348;202401;0,15
C001641;202310;0,12
C001217;202307;0,03
C001780;202305;0,19
C000264;202311;0,19
C000686;202301;0,09
C001827;202401;0,14
C000360;202401;0,1
C000758;202301;0,15
C001236;202312;0,07
C000089;202310;0,05
C001214;202403;0,18
C001271;202305;0,04
C000153;202407;0,09
C000583;202301;0,09
C000210;202405;0,03
C000787;202412;0,07
C001357;202307;0,19
C001458;202305;0,06
C001957;202310;0,12
C000349;202309;0,1
C001316;202405;0,17
C001778;202309;0,05
C000475;202309;0,12
C001735;202310;0,07
C001869;202308;0,18
C000211;202406;0,02
C001194;202409;0,03
C000801;202402;0,17
C001028;202310;0,07
C001162;202302;0,11
C001389;202402;0,03
C001660;202401;0,1
C000677;202407;0,2
C000377;202404;0,19
C000253;202409;0,11
C000497;202312;0,03
C000042;202402;0,1
C001624;202303;0,18
C000080;202301;0,13
C001459;202309;0,2
C001249;202408;0,17
C000858;202307;0,19
C001209;202411;0,07
C000918;202403;0,12
C001954;202402;0,18
C000692;202311;0,17
C001998;202405;0,08
C001149;202410;0,14
C000766;202405;0,11
C000618;202403;0,14
C001990;202301;0,17
C000736;202303;0,13
C001881;202308;0,14
C000213;202309;0,17
C001461;202307;0,16
C000171;202406;0,06
C000795;202405;0,17
C000325;202303;0,1
C000509;202405;0,07
C001842;202408;0,19
C001851;202302;0,07
C000472;202302;0,2
C001016;202306;0,2
C001722;202301;0,03
C001661;202411;0,13
C001201;202401;0,16
C000659;202305;0,07
C001153;202302;0,17
C001823;202406;0,12
C001072;202407;0,17
C001779;202305;0,06
C000142;202412;0,19
C000164;202412;0,1
C000212;202401;0,05
C000913;202303;0,04
C001796;202407;0,12
C001882;202301;0,09
C000741;202401;0,15
C001584;202408;0,1
C000154;202408;0,08
C001065;202410;0,03
C000693;202309;0,05
C001692;202408;0,11
C001996;202310;0,19
C001070;202407;0,03
C001033;202401;0,08
C000484;202309;0,18
C000429;202405;0,1
C000465;202406;0,17
C001110;202306;0,05
C001880;202409;0,11
C000803;202308;0,03
C000736;202311;0,19
C001490;202408;0,04
C001084;202407;0,06
C000281;202409;0,18
C000286;202406;0,11
C001219;202303;0,19
C000011;202305;0,13
C001111;202404;0,09
C000137;202304;0,17
C000247;202409;0,07
C000081;202403;0,13
C000268;202303;0,05
C000164;202312;0,05
C001173;202412;0,08
C000756;202402;0,09
C001487;202402;0,03
C000888;202407;0,03
C001919;202310;0,16
C000734;202303;0,02
C000074;202312;0,12
C001387;202310;0,11
C001937;202406;0,04
C001753;202404;0,19
C001894;202302;0,17
C000636;202401;0,14
C001790;202306;0,2
C001017;202306;0,02
C000128;202312;0,05
C000356;202406;0,04
C000488;202406;0,2
C000450;202305;0,09
C001568;202402;0,14
C000524;202408;0,17
C000820;202306;0,08
C001374;202308;0,12
C000781;202305;0,03
C000740;202412;0,18
C001729;202304;0,08
C000149;202302;0,03
C001997;202407;0,12
C001311;202403;0,2
C000423;202407;0,13
C000442;202410;0,17
C000371;202405;0,05
C001824;202410;0,05
C000034;202412;0,09
C000167;202303;0,2
C001825;202410;0,04
C001620;202302;0,13
C000560;202410;0,13
C001049;202404;0,11
C000930;202412;0,17
C001188;202408;0,07
C001246;202411;0,03
C000910;202412;0,13
C001581;202312;0,07
C001950;202411;0,14
C000722;202305;0,15
C000731;202301;0,04
C000505;202401;0,13
C000310;202401;0,14
C001209;202404;0,03
C000041;202312;0,17
C001669;202307;0,14
C001279;202412;0,15
C000668;202406;0,17
C000926;202401;0,08
C001593;202406;0,11
C000197;202306;0,07
C000539;202404;0,15
C001299;202311;0,09
C001934;202301;0,17
C000785;202409;0,06
C001492;202306;0,2
C000740;202312;0,08
C001661;202404;0,08
C000477;202401;0,06
C001262;202301;0,05
C000987;202404;0,05
C000480;202407;0,03
C000976;202407;0,13
C001740;202305;0,04
C001964;202412;0,04
C000753;202407;0,1
C000910;202312;0,05
C000933;202310;0,03
C001366;202411;0,16
C000762;202305;0,14
C001757;202404;0,12
C001410;202408;0,15
C001742;202403;0,1
C000881;202304;0,04
C000471;202310;0,14
C000641;202401;0,19
C000580;202311;0,12
C000624;202312;0,13
C001889;202305;0,19
C001878;202407;0,06
C000410;202305;0,11
C001897;202303;0,03
C001670;202409;0,05
C000172;202308;0,05
C000759;202403;0,03
C000113;202305;0,03
C000934;202409;0,17
C000749;202305;0,07
C000061;202301;0,05
C001426;202410;0,11
C000130;202301;0,14
C001493;202405;0,09
C000732;202401;0,15
C001926;202303;0,08
C000570;202304;0,04
C001217;202405;0,08
C001009;202304;0,19
C000045;202306;0,1
C001964;202312;0,08
C001035;202406;0,18
C000125;202401;0,12
C000951;202306;0,15
C000879;202403;0,02
C000117;202306;0,16
C001149;202307;0,19
C000985;202404;0,09
C000223;202308;0,11
C000409;202312;0,2
C000774;202309;0,05
C001454;202310;0,18
C000718;202411;0,06
C001192;202402;0,13
C001671;202310;0,19
C000040;202310;0,18
C001338;202412;0,15
C000199;202407;0,1
C001086;202301;0,16
C001653;202402;0,13
C000948;202310;0,15
C001049;202402;0,16
C001281;202401;0,09
C001588;202401;0,02
C001943;202410;0,11
C000818;202303;0,17
C000674;202310;0,11
C001213;202301;0,06
C001246;202404;0,08
C001950;202404;0,14
C001704;202404;0,15
C000757;202308;0,11
C000533;202407;0,12
C001443;202307;0,18
C000162;202304;0,2
C001215;202405;0,13
C000848;202409;0,13
C001393;202304;0,1
C001180;202408;0,19
C001461;202405;0,16
C000967;202401;0,1
C000082;202403;0,15
C000420;202410;0,12
C001356;202307;0,12
C001910;202408;0,16
C001396;202304;0,03
C001316;202306;0,08
C001777;202302;0,09
C001338;202312;0,13
C000341;202410;0,16
C001656;202405;0,11
C000514;202312;0,18
C001240;202403;0,19
C001287;202301;0,18
C000909;202407;0,13
